"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Italy (IT)","Actual Total Load [MW] - Italy (IT)"
"23.06.2022 10:00 - 23.06.2022 11:00","47467","45517"
"23.06.2022 11:00 - 23.06.2022 12:00","47587","46227"
"23.06.2022 12:00 - 23.06.2022 13:00","45667","44534"
"23.06.2022 13:00 - 23.06.2022 14:00","46320","46337"
"23.06.2022 14:00 - 23.06.2022 15:00","46630","47521"
"23.06.2022 15:00 - 23.06.2022 16:00","46600","47334"
"23.06.2022 16:00 - 23.06.2022 17:00","46792","46929"
"23.06.2022 17:00 - 23.06.2022 18:00","46258","45400"
"23.06.2022 18:00 - 23.06.2022 19:00","44603","44710"
"23.06.2022 19:00 - 23.06.2022 20:00","43289","43652"
"23.06.2022 20:00 - 23.06.2022 21:00","41804","42033"
"23.06.2022 21:00 - 23.06.2022 22:00","40630","41026"
"23.06.2022 22:00 - 23.06.2022 23:00","38255","38363"
"23.06.2022 23:00 - 24.06.2022 00:00","35270","35494"
"24.06.2022 00:00 - 24.06.2022 01:00","32829","32815"
"24.06.2022 01:00 - 24.06.2022 02:00","30936","30977"
"24.06.2022 02:00 - 24.06.2022 03:00","29916","29906"
"24.06.2022 03:00 - 24.06.2022 04:00","29520","29257"
"24.06.2022 04:00 - 24.06.2022 05:00","29650","29200"
"24.06.2022 05:00 - 24.06.2022 06:00","30083","29559"
"24.06.2022 06:00 - 24.06.2022 07:00","33237","32836"
"24.06.2022 07:00 - 24.06.2022 08:00","38045","37752"
"24.06.2022 08:00 - 24.06.2022 09:00","42490","42586"
"24.06.2022 09:00 - 24.06.2022 10:00","44550","44446"
"24.06.2022 10:00 - 24.06.2022 11:00","45642","44904"
"24.06.2022 11:00 - 24.06.2022 12:00","46548","45402"
"24.06.2022 12:00 - 24.06.2022 13:00","44379","44617"
"24.06.2022 13:00 - 24.06.2022 14:00","45509","44550"
"24.06.2022 14:00 - 24.06.2022 15:00","46420","45094"
"24.06.2022 15:00 - 24.06.2022 16:00","46184","45246"
"24.06.2022 16:00 - 24.06.2022 17:00","45497","45594"
"24.06.2022 17:00 - 24.06.2022 18:00","44769","44553"
"24.06.2022 18:00 - 24.06.2022 19:00","42917","43121"
"24.06.2022 19:00 - 24.06.2022 20:00","41750","42168"
"24.06.2022 20:00 - 24.06.2022 21:00","40190","40575"
"24.06.2022 21:00 - 24.06.2022 22:00","39152","39613"
"24.06.2022 22:00 - 24.06.2022 23:00","36954","37145"
"24.06.2022 23:00 - 25.06.2022 00:00","34317","34464"
"25.06.2022 00:00 - 25.06.2022 01:00","32152","31912"
"25.06.2022 01:00 - 25.06.2022 02:00","30231","30226"
"25.06.2022 02:00 - 25.06.2022 03:00","29125","29032"
"25.06.2022 03:00 - 25.06.2022 04:00","28203","28215"
"25.06.2022 04:00 - 25.06.2022 05:00","27892","27884"
"25.06.2022 05:00 - 25.06.2022 06:00","27421","27422"
"25.06.2022 06:00 - 25.06.2022 07:00","28271","28285"
"25.06.2022 07:00 - 25.06.2022 08:00","31126","30803"
"25.06.2022 08:00 - 25.06.2022 09:00","33590","33347"
"25.06.2022 09:00 - 25.06.2022 10:00","35393","35288"
"25.06.2022 10:00 - 25.06.2022 11:00","35762","35370"
"25.06.2022 11:00 - 25.06.2022 12:00","35296","35191"
"25.06.2022 12:00 - 25.06.2022 13:00","34544","34786"
"25.06.2022 13:00 - 25.06.2022 14:00","33759","33900"
"25.06.2022 14:00 - 25.06.2022 15:00","33006","32888"
"25.06.2022 15:00 - 25.06.2022 16:00","32881","33142"
"25.06.2022 16:00 - 25.06.2022 17:00","33411","34272"
"25.06.2022 17:00 - 25.06.2022 18:00","34633","35258"
"25.06.2022 18:00 - 25.06.2022 19:00","35219","36019"
"25.06.2022 19:00 - 25.06.2022 20:00","35639","36167"
"25.06.2022 20:00 - 25.06.2022 21:00","34966","35316"
"25.06.2022 21:00 - 25.06.2022 22:00","34043","34937"
"25.06.2022 22:00 - 25.06.2022 23:00","32650","33377"
"25.06.2022 23:00 - 26.06.2022 00:00","30460","30997"
"26.06.2022 00:00 - 26.06.2022 01:00","28800","28819"
"26.06.2022 01:00 - 26.06.2022 02:00","27116","27150"
"26.06.2022 02:00 - 26.06.2022 03:00","25866","26005"
"26.06.2022 03:00 - 26.06.2022 04:00","25226","25043"
"26.06.2022 04:00 - 26.06.2022 05:00","24938","24734"
"26.06.2022 05:00 - 26.06.2022 06:00","24476","24114"
"26.06.2022 06:00 - 26.06.2022 07:00","24223","23918"
"26.06.2022 07:00 - 26.06.2022 08:00","25535","25458"
"26.06.2022 08:00 - 26.06.2022 09:00","27263","27455"
"26.06.2022 09:00 - 26.06.2022 10:00","28913","28934"
"26.06.2022 10:00 - 26.06.2022 11:00","29846","30163"
"26.06.2022 11:00 - 26.06.2022 12:00","30367","31031"
"26.06.2022 12:00 - 26.06.2022 13:00","30450","31692"
"26.06.2022 13:00 - 26.06.2022 14:00","29998","31427"
"26.06.2022 14:00 - 26.06.2022 15:00","30164","31282"
"26.06.2022 15:00 - 26.06.2022 16:00","30419","30990"
"26.06.2022 16:00 - 26.06.2022 17:00","31155","31863"
"26.06.2022 17:00 - 26.06.2022 18:00","31984","32659"
"26.06.2022 18:00 - 26.06.2022 19:00","32918","34177"
"26.06.2022 19:00 - 26.06.2022 20:00","33836","34850"
"26.06.2022 20:00 - 26.06.2022 21:00","33862","34865"
"26.06.2022 21:00 - 26.06.2022 22:00","33636","35392"
"26.06.2022 22:00 - 26.06.2022 23:00","32883","34148"
"26.06.2022 23:00 - 27.06.2022 00:00","30418","31829"
"27.06.2022 00:00 - 27.06.2022 01:00","28573","29189"
"27.06.2022 01:00 - 27.06.2022 02:00","27101","27396"
"27.06.2022 02:00 - 27.06.2022 03:00","26112","26552"
"27.06.2022 03:00 - 27.06.2022 04:00","25412","25806"
"27.06.2022 04:00 - 27.06.2022 05:00","25539","26044"
"27.06.2022 05:00 - 27.06.2022 06:00","27162","27191"
"27.06.2022 06:00 - 27.06.2022 07:00","31008","31565"
"27.06.2022 07:00 - 27.06.2022 08:00","37023","37268"
"27.06.2022 08:00 - 27.06.2022 09:00","42654","42690"
"27.06.2022 09:00 - 27.06.2022 10:00","45228","45222"
"27.06.2022 10:00 - 27.06.2022 11:00","46309","46578"
"27.06.2022 11:00 - 27.06.2022 12:00","47309","47109"
"27.06.2022 12:00 - 27.06.2022 13:00","45967","46409"
"27.06.2022 13:00 - 27.06.2022 14:00","47128","47197"
"27.06.2022 14:00 - 27.06.2022 15:00","47917","48469"
"27.06.2022 15:00 - 27.06.2022 16:00","48451","48623"
"27.06.2022 16:00 - 27.06.2022 17:00","48474","48620"
"27.06.2022 17:00 - 27.06.2022 18:00","48084","47830"
"27.06.2022 18:00 - 27.06.2022 19:00","47395","46852"
"27.06.2022 19:00 - 27.06.2022 20:00","45998","46111"
"27.06.2022 20:00 - 27.06.2022 21:00","45111","44911"
"27.06.2022 21:00 - 27.06.2022 22:00","43774","44143"
"27.06.2022 22:00 - 27.06.2022 23:00","41096","41324"
"27.06.2022 23:00 - 28.06.2022 00:00","38258","38215"
"28.06.2022 00:00 - 28.06.2022 01:00","35657","34820"
"28.06.2022 01:00 - 28.06.2022 02:00","33276","32715"
"28.06.2022 02:00 - 28.06.2022 03:00","32014","31292"
"28.06.2022 03:00 - 28.06.2022 04:00","30974","30584"
"28.06.2022 04:00 - 28.06.2022 05:00","30577","30555"
"28.06.2022 05:00 - 28.06.2022 06:00","31298","31051"
"28.06.2022 06:00 - 28.06.2022 07:00","34254","34283"
"28.06.2022 07:00 - 28.06.2022 08:00","39276","39545"
"28.06.2022 08:00 - 28.06.2022 09:00","44619","44758"
"28.06.2022 09:00 - 28.06.2022 10:00","48084","47655"
"28.06.2022 10:00 - 28.06.2022 11:00","49793","48153"
"28.06.2022 11:00 - 28.06.2022 12:00","50404","49317"
"28.06.2022 12:00 - 28.06.2022 13:00","49439","48971"
"28.06.2022 13:00 - 28.06.2022 14:00","49302","49018"
"28.06.2022 14:00 - 28.06.2022 15:00","50334","49308"
"28.06.2022 15:00 - 28.06.2022 16:00","50860","48886"
"28.06.2022 16:00 - 28.06.2022 17:00","50943","48824"
"28.06.2022 17:00 - 28.06.2022 18:00","50722","47500"
"28.06.2022 18:00 - 28.06.2022 19:00","49850","46252"
"28.06.2022 19:00 - 28.06.2022 20:00","48848","45475"
"28.06.2022 20:00 - 28.06.2022 21:00","46273","43449"
"28.06.2022 21:00 - 28.06.2022 22:00","44474","42577"
"28.06.2022 22:00 - 28.06.2022 23:00","42007","39984"
"28.06.2022 23:00 - 29.06.2022 00:00","39160","36997"
"29.06.2022 00:00 - 29.06.2022 01:00","34987","34164"
"29.06.2022 01:00 - 29.06.2022 02:00","32965","32225"
"29.06.2022 02:00 - 29.06.2022 03:00","31422","31087"
"29.06.2022 03:00 - 29.06.2022 04:00","30512","30296"
"29.06.2022 04:00 - 29.06.2022 05:00","30382","30025"
"29.06.2022 05:00 - 29.06.2022 06:00","30939","30927"
"29.06.2022 06:00 - 29.06.2022 07:00","33611","34023"
"29.06.2022 07:00 - 29.06.2022 08:00","38539","39222"
"29.06.2022 08:00 - 29.06.2022 09:00","43811","43964"
"29.06.2022 09:00 - 29.06.2022 10:00","47009","46108"
"29.06.2022 10:00 - 29.06.2022 11:00","47419","46684"
"29.06.2022 11:00 - 29.06.2022 12:00","48421","47534"
"29.06.2022 12:00 - 29.06.2022 13:00","47183","46430"
"29.06.2022 13:00 - 29.06.2022 14:00","47007","46618"
"29.06.2022 14:00 - 29.06.2022 15:00","47867","47715"
"29.06.2022 15:00 - 29.06.2022 16:00","47798","47962"
"29.06.2022 16:00 - 29.06.2022 17:00","47906","47500"
"29.06.2022 17:00 - 29.06.2022 18:00","47403","46857"
"29.06.2022 18:00 - 29.06.2022 19:00","46582","45707"
"29.06.2022 19:00 - 29.06.2022 20:00","45806","44818"
"29.06.2022 20:00 - 29.06.2022 21:00","44844","43380"
"29.06.2022 21:00 - 29.06.2022 22:00","43009","42476"
"29.06.2022 22:00 - 29.06.2022 23:00","40570","40167"
"29.06.2022 23:00 - 30.06.2022 00:00","37694","37047"
"30.06.2022 00:00 - 30.06.2022 01:00","34565","34066"
"30.06.2022 01:00 - 30.06.2022 02:00","32571","32158"
"30.06.2022 02:00 - 30.06.2022 03:00","31295","30914"
"30.06.2022 03:00 - 30.06.2022 04:00","30960","30321"
"30.06.2022 04:00 - 30.06.2022 05:00","30704","30379"
"30.06.2022 05:00 - 30.06.2022 06:00","31272","30766"
"30.06.2022 06:00 - 30.06.2022 07:00","33870","33953"
"30.06.2022 07:00 - 30.06.2022 08:00","38855","39138"
"30.06.2022 08:00 - 30.06.2022 09:00","43852","43931"
"30.06.2022 09:00 - 30.06.2022 10:00","46271","46184"
"30.06.2022 10:00 - 30.06.2022 11:00","46787","46964"
"30.06.2022 11:00 - 30.06.2022 12:00","48181","47634"
"30.06.2022 12:00 - 30.06.2022 13:00","46664","46595"
"30.06.2022 13:00 - 30.06.2022 14:00","46599","46892"
"30.06.2022 14:00 - 30.06.2022 15:00","46982","47820"
"30.06.2022 15:00 - 30.06.2022 16:00","47370","48262"
"30.06.2022 16:00 - 30.06.2022 17:00","47262","48505"
"30.06.2022 17:00 - 30.06.2022 18:00","46103","47733"
"30.06.2022 18:00 - 30.06.2022 19:00","44693","46621"
"30.06.2022 19:00 - 30.06.2022 20:00","44217","45476"
"30.06.2022 20:00 - 30.06.2022 21:00","42994","43928"
"30.06.2022 21:00 - 30.06.2022 22:00","41735","43069"
"30.06.2022 22:00 - 30.06.2022 23:00","39316","40529"
"30.06.2022 23:00 - 01.07.2022 00:00","36233","37399"
"01.07.2022 00:00 - 01.07.2022 01:00","34640","33980"
"01.07.2022 01:00 - 01.07.2022 02:00","32648","32122"
"01.07.2022 02:00 - 01.07.2022 03:00","31289","30951"
"01.07.2022 03:00 - 01.07.2022 04:00","30478","30203"
"01.07.2022 04:00 - 01.07.2022 05:00","30389","30130"
"01.07.2022 05:00 - 01.07.2022 06:00","30699","30484"
"01.07.2022 06:00 - 01.07.2022 07:00","33276","33552"
"01.07.2022 07:00 - 01.07.2022 08:00","38367","38264"
"01.07.2022 08:00 - 01.07.2022 09:00","43564","42998"
"01.07.2022 09:00 - 01.07.2022 10:00","46134","45589"
"01.07.2022 10:00 - 01.07.2022 11:00","47214","46503"
"01.07.2022 11:00 - 01.07.2022 12:00","48176","46856"
"01.07.2022 12:00 - 01.07.2022 13:00","46704","46097"
"01.07.2022 13:00 - 01.07.2022 14:00","46208","46626"
"01.07.2022 14:00 - 01.07.2022 15:00","46372","47525"
"01.07.2022 15:00 - 01.07.2022 16:00","46774","47784"
"01.07.2022 16:00 - 01.07.2022 17:00","46534","48004"
"01.07.2022 17:00 - 01.07.2022 18:00","45753","46541"
"01.07.2022 18:00 - 01.07.2022 19:00","44771","45167"
"01.07.2022 19:00 - 01.07.2022 20:00","43913","44286"
"01.07.2022 20:00 - 01.07.2022 21:00","42617","42490"
"01.07.2022 21:00 - 01.07.2022 22:00","41245","41547"
"01.07.2022 22:00 - 01.07.2022 23:00","39366","39080"
"01.07.2022 23:00 - 02.07.2022 00:00","36437","36345"
"02.07.2022 00:00 - 02.07.2022 01:00","33497","33585"
"02.07.2022 01:00 - 02.07.2022 02:00","31709","31436"
"02.07.2022 02:00 - 02.07.2022 03:00","30387","30081"
"02.07.2022 03:00 - 02.07.2022 04:00","29446","29382"
"02.07.2022 04:00 - 02.07.2022 05:00","29087","29050"
"02.07.2022 05:00 - 02.07.2022 06:00","28630","28428"
"02.07.2022 06:00 - 02.07.2022 07:00","29139","29292"
"02.07.2022 07:00 - 02.07.2022 08:00","31620","31906"
"02.07.2022 08:00 - 02.07.2022 09:00","34329","34494"
"02.07.2022 09:00 - 02.07.2022 10:00","36737","36393"
"02.07.2022 10:00 - 02.07.2022 11:00","37364","36889"
"02.07.2022 11:00 - 02.07.2022 12:00","37181","36961"
"02.07.2022 12:00 - 02.07.2022 13:00","36096","36689"
"02.07.2022 13:00 - 02.07.2022 14:00","35525","36341"
"02.07.2022 14:00 - 02.07.2022 15:00","34974","36294"
"02.07.2022 15:00 - 02.07.2022 16:00","35023","36258"
"02.07.2022 16:00 - 02.07.2022 17:00","35434","36735"
"02.07.2022 17:00 - 02.07.2022 18:00","36473","37828"
"02.07.2022 18:00 - 02.07.2022 19:00","37504","38484"
"02.07.2022 19:00 - 02.07.2022 20:00","37658","38915"
"02.07.2022 20:00 - 02.07.2022 21:00","36712","38019"
"02.07.2022 21:00 - 02.07.2022 22:00","36046","37435"
"02.07.2022 22:00 - 02.07.2022 23:00","34638","35752"
"02.07.2022 23:00 - 03.07.2022 00:00","32175","33341"
"03.07.2022 00:00 - 03.07.2022 01:00","31000","30621"
"03.07.2022 01:00 - 03.07.2022 02:00","28939","28735"
"03.07.2022 02:00 - 03.07.2022 03:00","27346","27494"
"03.07.2022 03:00 - 03.07.2022 04:00","26583","26779"
"03.07.2022 04:00 - 03.07.2022 05:00","26144","26336"
"03.07.2022 05:00 - 03.07.2022 06:00","25584","25592"
"03.07.2022 06:00 - 03.07.2022 07:00","25056","25288"
"03.07.2022 07:00 - 03.07.2022 08:00","26168","26776"
"03.07.2022 08:00 - 03.07.2022 09:00","28027","28588"
"03.07.2022 09:00 - 03.07.2022 10:00","29633","30208"
"03.07.2022 10:00 - 03.07.2022 11:00","30922","31265"
"03.07.2022 11:00 - 03.07.2022 12:00","31689","32125"
"03.07.2022 12:00 - 03.07.2022 13:00","32025","33027"
"03.07.2022 13:00 - 03.07.2022 14:00","31951","33087"
"03.07.2022 14:00 - 03.07.2022 15:00","32002","33049"
"03.07.2022 15:00 - 03.07.2022 16:00","31798","33232"
"03.07.2022 16:00 - 03.07.2022 17:00","32476","33689"
"03.07.2022 17:00 - 03.07.2022 18:00","32974","34646"
"03.07.2022 18:00 - 03.07.2022 19:00","34325","36090"
"03.07.2022 19:00 - 03.07.2022 20:00","35349","36924"
"03.07.2022 20:00 - 03.07.2022 21:00","35620","36813"
"03.07.2022 21:00 - 03.07.2022 22:00","35770","37328"
"03.07.2022 22:00 - 03.07.2022 23:00","34844","35959"
"03.07.2022 23:00 - 04.07.2022 00:00","32386","33415"
"04.07.2022 00:00 - 04.07.2022 01:00","29200","30720"
"04.07.2022 01:00 - 04.07.2022 02:00","27440","28889"
"04.07.2022 02:00 - 04.07.2022 03:00","26524","27919"
"04.07.2022 03:00 - 04.07.2022 04:00","25889","27329"
"04.07.2022 04:00 - 04.07.2022 05:00","26089","27368"
"04.07.2022 05:00 - 04.07.2022 06:00","27280","28344"
"04.07.2022 06:00 - 04.07.2022 07:00","31648","32344"
"04.07.2022 07:00 - 04.07.2022 08:00","37363","37882"
"04.07.2022 08:00 - 04.07.2022 09:00","42749","42952"
"04.07.2022 09:00 - 04.07.2022 10:00","45332","45638"
"04.07.2022 10:00 - 04.07.2022 11:00","46657","47316"
"04.07.2022 11:00 - 04.07.2022 12:00","47130","48123"
"04.07.2022 12:00 - 04.07.2022 13:00","46741","47157"
"04.07.2022 13:00 - 04.07.2022 14:00","47311","47645"
"04.07.2022 14:00 - 04.07.2022 15:00","48793","48834"
"04.07.2022 15:00 - 04.07.2022 16:00","48781","49687"
"04.07.2022 16:00 - 04.07.2022 17:00","48727","49838"
"04.07.2022 17:00 - 04.07.2022 18:00","47670","48914"
"04.07.2022 18:00 - 04.07.2022 19:00","46909","47135"
"04.07.2022 19:00 - 04.07.2022 20:00","46372","45296"
"04.07.2022 20:00 - 04.07.2022 21:00","45249","43419"
"04.07.2022 21:00 - 04.07.2022 22:00","44547","42447"
"04.07.2022 22:00 - 04.07.2022 23:00","41892","39693"
"04.07.2022 23:00 - 05.07.2022 00:00","38684","36918"
"05.07.2022 00:00 - 05.07.2022 01:00","36226","34098"
"05.07.2022 01:00 - 05.07.2022 02:00","34012","32175"
"05.07.2022 02:00 - 05.07.2022 03:00","32775","31030"
"05.07.2022 03:00 - 05.07.2022 04:00","31845","30453"
"05.07.2022 04:00 - 05.07.2022 05:00","31799","30187"
"05.07.2022 05:00 - 05.07.2022 06:00","32219","30693"
"05.07.2022 06:00 - 05.07.2022 07:00","34939","33774"
"05.07.2022 07:00 - 05.07.2022 08:00","39978","38699"
"05.07.2022 08:00 - 05.07.2022 09:00","45055","43384"
"05.07.2022 09:00 - 05.07.2022 10:00","47700","45820"
"05.07.2022 10:00 - 05.07.2022 11:00","49374","46629"
"05.07.2022 11:00 - 05.07.2022 12:00","50041","47306"
"05.07.2022 12:00 - 05.07.2022 13:00","48592","46488"
"05.07.2022 13:00 - 05.07.2022 14:00","48592","47057"
"05.07.2022 14:00 - 05.07.2022 15:00","49141","48658"
"05.07.2022 15:00 - 05.07.2022 16:00","49844","49559"
"05.07.2022 16:00 - 05.07.2022 17:00","49812","49739"
"05.07.2022 17:00 - 05.07.2022 18:00","48488","48856"
"05.07.2022 18:00 - 05.07.2022 19:00","46768","47182"
"05.07.2022 19:00 - 05.07.2022 20:00","44952","46152"
"05.07.2022 20:00 - 05.07.2022 21:00","43540","44276"
"05.07.2022 21:00 - 05.07.2022 22:00","41842","43504"
"05.07.2022 22:00 - 05.07.2022 23:00","39561","41187"
"05.07.2022 23:00 - 06.07.2022 00:00","36546","38256"
"06.07.2022 00:00 - 06.07.2022 01:00","35053","35307"
"06.07.2022 01:00 - 06.07.2022 02:00","33121","33177"
"06.07.2022 02:00 - 06.07.2022 03:00","31691","31737"
"06.07.2022 03:00 - 06.07.2022 04:00","31038","30996"
"06.07.2022 04:00 - 06.07.2022 05:00","30423","30766"
"06.07.2022 05:00 - 06.07.2022 06:00","31025","31382"
"06.07.2022 06:00 - 06.07.2022 07:00","33682","34389"
"06.07.2022 07:00 - 06.07.2022 08:00","38916","38911"
"06.07.2022 08:00 - 06.07.2022 09:00","43770","43271"
"06.07.2022 09:00 - 06.07.2022 10:00","46501","45573"
"06.07.2022 10:00 - 06.07.2022 11:00","47746","46461"
"06.07.2022 11:00 - 06.07.2022 12:00","48796","47258"
"06.07.2022 12:00 - 06.07.2022 13:00","47973","46537"
"06.07.2022 13:00 - 06.07.2022 14:00","47433","47487"
"06.07.2022 14:00 - 06.07.2022 15:00","47901","48825"
"06.07.2022 15:00 - 06.07.2022 16:00","48637","49043"
"06.07.2022 16:00 - 06.07.2022 17:00","48753","49105"
"06.07.2022 17:00 - 06.07.2022 18:00","47608","48275"
"06.07.2022 18:00 - 06.07.2022 19:00","45837","46822"
"06.07.2022 19:00 - 06.07.2022 20:00","44063","45825"
"06.07.2022 20:00 - 06.07.2022 21:00","42202","44107"
"06.07.2022 21:00 - 06.07.2022 22:00","41744","43504"
"06.07.2022 22:00 - 06.07.2022 23:00","39698","40922"
"06.07.2022 23:00 - 07.07.2022 00:00","37165","38010"
"07.07.2022 00:00 - 07.07.2022 01:00","35204","34872"
"07.07.2022 01:00 - 07.07.2022 02:00","33111","32903"
"07.07.2022 02:00 - 07.07.2022 03:00","31646","31720"
"07.07.2022 03:00 - 07.07.2022 04:00","30854","31029"
"07.07.2022 04:00 - 07.07.2022 05:00","30469","30660"
"07.07.2022 05:00 - 07.07.2022 06:00","31083","31282"
"07.07.2022 06:00 - 07.07.2022 07:00","33542","34373"
"07.07.2022 07:00 - 07.07.2022 08:00","38696","39150"
"07.07.2022 08:00 - 07.07.2022 09:00","43007","43555"
"07.07.2022 09:00 - 07.07.2022 10:00","45274","46034"
"07.07.2022 10:00 - 07.07.2022 11:00","46384","46614"
"07.07.2022 11:00 - 07.07.2022 12:00","47230","47046"
"07.07.2022 12:00 - 07.07.2022 13:00","46528","46063"
"07.07.2022 13:00 - 07.07.2022 14:00","47293","46463"
"07.07.2022 14:00 - 07.07.2022 15:00","48493","47618"
"07.07.2022 15:00 - 07.07.2022 16:00","48839","47281"
"07.07.2022 16:00 - 07.07.2022 17:00","48978","47270"
"07.07.2022 17:00 - 07.07.2022 18:00","47740","47496"
"07.07.2022 18:00 - 07.07.2022 19:00","46733","46006"
"07.07.2022 19:00 - 07.07.2022 20:00","45711","44543"
"07.07.2022 20:00 - 07.07.2022 21:00","44427","42908"
"07.07.2022 21:00 - 07.07.2022 22:00","43183","41717"
"07.07.2022 22:00 - 07.07.2022 23:00","41316","39110"
"07.07.2022 23:00 - 08.07.2022 00:00","38299","36042"
"08.07.2022 00:00 - 08.07.2022 01:00","34077","33154"
"08.07.2022 01:00 - 08.07.2022 02:00","32154","31517"
"08.07.2022 02:00 - 08.07.2022 03:00","31015","30047"
"08.07.2022 03:00 - 08.07.2022 04:00","30220","29438"
"08.07.2022 04:00 - 08.07.2022 05:00","29822","29056"
"08.07.2022 05:00 - 08.07.2022 06:00","30305","29403"
"08.07.2022 06:00 - 08.07.2022 07:00","32799","32293"
"08.07.2022 07:00 - 08.07.2022 08:00","37382","36885"
"08.07.2022 08:00 - 08.07.2022 09:00","41715","41373"
"08.07.2022 09:00 - 08.07.2022 10:00","44487","42862"
"08.07.2022 10:00 - 08.07.2022 11:00","45573","43644"
"08.07.2022 11:00 - 08.07.2022 12:00","45729","43802"
"08.07.2022 12:00 - 08.07.2022 13:00","44801","42415"
"08.07.2022 13:00 - 08.07.2022 14:00","44907","42217"
"08.07.2022 14:00 - 08.07.2022 15:00","46328","42626"
"08.07.2022 15:00 - 08.07.2022 16:00","47062","43117"
"08.07.2022 16:00 - 08.07.2022 17:00","47061","43096"
"08.07.2022 17:00 - 08.07.2022 18:00","46835","42811"
"08.07.2022 18:00 - 08.07.2022 19:00","45320","41967"
"08.07.2022 19:00 - 08.07.2022 20:00","44438","41200"
"08.07.2022 20:00 - 08.07.2022 21:00","42715","39799"
"08.07.2022 21:00 - 08.07.2022 22:00","40427","38795"
"08.07.2022 22:00 - 08.07.2022 23:00","38569","36416"
"08.07.2022 23:00 - 09.07.2022 00:00","35810","33891"
"09.07.2022 00:00 - 09.07.2022 01:00","31733","31296"
"09.07.2022 01:00 - 09.07.2022 02:00","30113","29508"
"09.07.2022 02:00 - 09.07.2022 03:00","28666","28459"
"09.07.2022 03:00 - 09.07.2022 04:00","27954","27814"
"09.07.2022 04:00 - 09.07.2022 05:00","27480","27506"
"09.07.2022 05:00 - 09.07.2022 06:00","27050","27097"
"09.07.2022 06:00 - 09.07.2022 07:00","27597","27857"
"09.07.2022 07:00 - 09.07.2022 08:00","29810","30519"
"09.07.2022 08:00 - 09.07.2022 09:00","32574","32995"
"09.07.2022 09:00 - 09.07.2022 10:00","33886","34331"
"09.07.2022 10:00 - 09.07.2022 11:00","33884","34313"
"09.07.2022 11:00 - 09.07.2022 12:00","33551","33795"
"09.07.2022 12:00 - 09.07.2022 13:00","32859","32653"
"09.07.2022 13:00 - 09.07.2022 14:00","31934","31948"
"09.07.2022 14:00 - 09.07.2022 15:00","31412","31551"
"09.07.2022 15:00 - 09.07.2022 16:00","31351","31605"
"09.07.2022 16:00 - 09.07.2022 17:00","31714","32108"
"09.07.2022 17:00 - 09.07.2022 18:00","32794","33024"
"09.07.2022 18:00 - 09.07.2022 19:00","33636","33800"
"09.07.2022 19:00 - 09.07.2022 20:00","34156","34334"
"09.07.2022 20:00 - 09.07.2022 21:00","33728","33833"
"09.07.2022 21:00 - 09.07.2022 22:00","33276","33364"
"09.07.2022 22:00 - 09.07.2022 23:00","31958","31545"
"09.07.2022 23:00 - 10.07.2022 00:00","29752","29473"
"10.07.2022 00:00 - 10.07.2022 01:00","27647","27455"
